txid	host_txids	host_names	diseases
1131315	79967	Erwinia pyrifoliae	
2601643	79967	Erwinia pyrifoliae	
2593268	79967	Erwinia pyrifoliae	
925983	552	Erwinia amylovora	
925986	552	Erwinia amylovora	
925985	552	Erwinia amylovora	
557393	552	Erwinia amylovora	
1564096	552	Erwinia amylovora	
1401669	552	Erwinia amylovora	
1029988	552	Erwinia amylovora	
2178928	552;79967	Erwinia amylovora;Erwinia pyrifoliae	
925984	338565	Erwinia tasmaniensis	
1051674	552	Erwinia amylovora	
2099338	552	Erwinia amylovora	
1051676	552	Erwinia amylovora	
2201424	552	Erwinia amylovora	
1883370	552	Erwinia amylovora	
1883379	552	Erwinia amylovora	
1883371	552	Erwinia amylovora	
1815986	552	Erwinia amylovora	
2060127	552	Erwinia amylovora	
1883372	552	Erwinia amylovora	
1883373	552	Erwinia amylovora	
1883374	552	Erwinia amylovora	
1883377	552	Erwinia amylovora	
1815987	552	Erwinia amylovora	
2026080	552	Erwinia amylovora	
1815988	552	Erwinia amylovora	
1815989	552	Erwinia amylovora	
1983553	552	Erwinia amylovora	
1958956	552	Erwinia amylovora	
1051673	552	Erwinia amylovora	
2070198	552	Erwinia amylovora	
1051675	552	Erwinia amylovora	
1852641	551	Erwinia	
2283026	2290876;551	Erwinia;Erwinia horticola	
2283025	2290876;551	Erwinia;Erwinia horticola	
2267653	552	Erwinia amylovora	
12152	65352	Erysimum	
1675317	1648	Erysipelothrix rhusiopathiae	
1777015	62708	Golovinomyces cichoracearum	
2052561	52586	Erysiphe necator	
2052562	52586	Erysiphe necator	
2052563	52586	Erysiphe necator	
2169903	44316	Chloebia gouldiae	
1508672	83334	Escherichia coli O157:H7	
1508673	83334	Escherichia coli O157:H7	
1508674	83334	Escherichia coli O157:H7	
1508678	83334	Escherichia coli O157:H7	
1508680	83334	Escherichia coli O157:H7	
1508681	83334	Escherichia coli O157:H7	
1555202	562	Escherichia coli	
532076	562	Escherichia coli	
1598146	562	Escherichia coli	
1115653	67825;562	Citrobacter rodentium;Escherichia coli	
2681630	562	Escherichia coli	
669008	562	Escherichia coli	
2847058	561	Escherichia	
1391428	83333	Escherichia coli K-12	
2716351	562	Escherichia coli	
2716352	562	Escherichia coli	
2716350	562	Escherichia coli	
2716354	562	Escherichia coli	
1837842	562	Escherichia coli	
10730	155864	Escherichia coli O157:H7 str. EDL933	
2696375	83333	Escherichia coli K-12	
2886901	562	Escherichia coli	
2696376	83333	Escherichia coli K-12	
1216926	562	Escherichia coli	
2696379	511145	Escherichia coli str. K-12 substr. MG1655	
10849	562	Escherichia coli	
2696383	511145	Escherichia coli str. K-12 substr. MG1655	
2499909	1045010	Escherichia coli O157	
1655305	562	Escherichia coli	
1655314	562	Escherichia coli	
66711	83334	Escherichia coli O157:H7	
1983463	577669	Escherichia coli O145:H-	
2696385	83333	Escherichia coli K-12	
1527519	83334	Escherichia coli O157:H7	
532074	562	Escherichia coli	
1458848	562	Escherichia coli	
1052121	562	Escherichia coli	
1416027	83334	Escherichia coli O157:H7	
2789207	562	Escherichia coli	
2340716	562	Escherichia coli	
1735565	562	Escherichia coli	
2234093	543	Enterobacteriaceae	
2340717	562	Escherichia coli	
1610828	83333	Escherichia coli K-12	
2904709	561	Escherichia	
2886902	83334;562	Escherichia coli O157:H7;Escherichia coli	
2024330	561;511145	Escherichia;Escherichia coli str. K-12 substr. MG1655	
1527506	562	Escherichia coli	
665033	562	Escherichia coli	
2014434	562	Escherichia coli	
2696389	511145	Escherichia coli str. K-12 substr. MG1655	
482822	469008	Escherichia coli BL21(DE3)	
1567007	562	Escherichia coli	
2681606	562	Escherichia coli	
2048061	83333	Escherichia coli K-12	
2663325	561	Escherichia	
1495286	83334	Escherichia coli O157:H7	
2099356	498388	Escherichia coli C	
1258572	562	Escherichia coli	
2025815	562	Escherichia coli	
1229757	83334	Escherichia coli O157:H7	
2720215	2093884;83333	Escherichia coli K-12;Escherichia sp. MOD1-EC6098	
1852630	562	Escherichia coli	
1604356	562	Escherichia coli	
1604355	562	Escherichia coli	
1498172	562	Escherichia coli	
1981499	562	Escherichia coli	
1204521	83334	Escherichia coli O157:H7	
1204522	83334	Escherichia coli O157:H7	
1204523	83334	Escherichia coli O157:H7	
2576882	562	Escherichia coli	
2025816	562	Escherichia coli	
532075	562	Escherichia coli	
2175169	83333	Escherichia coli K-12	
2015807	511145	Escherichia coli str. K-12 substr. MG1655	
2083276	562	Escherichia coli	
2053563	511145	Escherichia coli str. K-12 substr. MG1655	
2696393	511145	Escherichia coli str. K-12 substr. MG1655	
2742112	562	Escherichia coli	
1527514	562	Escherichia coli	
1883200	562	Escherichia coli	
2070199	1884818	Escherichia sp.	
2070200	1884818	Escherichia sp.	
2886918	562	Escherichia coli	
2662277	562	Escherichia coli	
1881104	562	Escherichia coli	
1897495	562	Escherichia coli	
2695850	561	Escherichia	
2695849	561	Escherichia	
2695848	561	Escherichia	
2695847	561	Escherichia	
2696339	562	Escherichia coli	
2847073	562	Escherichia coli	
2053671	83334	Escherichia coli O157:H7	
2315486	83334	Escherichia coli O157:H7	
1446490	83334	Escherichia coli O157:H7	
2696397	83333	Escherichia coli K-12	
2315695	599;562	Salmonella sp.;Escherichia coli	
1131317	562	Escherichia coli	
10843	562	Escherichia coli	
1755695	562	Escherichia coli	
1883202	562	Escherichia coli	
2182345	562	Escherichia coli	
2696401	511145	Escherichia coli str. K-12 substr. MG1655	
2886919	562	Escherichia coli	
2696402	511145	Escherichia coli str. K-12 substr. MG1655	
2589652	562	Escherichia coli	
2596677	562	Escherichia coli	
2696404	511145	Escherichia coli str. K-12 substr. MG1655	
2681618	562	Escherichia coli	
432198	562	Escherichia coli	
1147145	562	Escherichia coli	
432200	562	Escherichia coli	
432201	562	Escherichia coli	
1147142	562	Escherichia coli	
1147148	562	Escherichia coli	
1147146	562	Escherichia coli	
1147147	562	Escherichia coli	
906669	562	Escherichia coli	
906668	83333	Escherichia coli K-12	
2681617	562	Escherichia coli	
1965367	562	Escherichia coli	
1237364	562	Escherichia coli	
1434323	83334	Escherichia coli O157:H7	
1527531	83334	Escherichia coli O157:H7	
1654926	83334	Escherichia coli O157:H7	
2079317	562	Escherichia coli	
511969	562	Escherichia coli	
338101	561	Escherichia	
338102	561	Escherichia	
338108	561	Escherichia	
338107	561	Escherichia	
10868	562	Escherichia coli	
698728	562	Escherichia coli	
1054834	562	Escherichia coli	
1239384	562	Escherichia coli	
2860374	562	Escherichia coli	
2041760	561	Escherichia	
1536597	83333	Escherichia coli K-12	
1327956	83334;511145	Escherichia coli O157:H7;Escherichia coli str. K-12 substr. MG1655	
1340750	562	Escherichia coli	
2886922	83334	Escherichia coli O157:H7	
2681620	83334	Escherichia coli O157:H7	
1147722	244320	Escherichia coli O55:H7	
1772219	562	Escherichia coli	
1772218	562	Escherichia coli	
576790	83333	Escherichia coli K-12	
293178	562	Escherichia coli	
576789	83333	Escherichia coli K-12	
2681604	561	Escherichia	
344021	562	Escherichia coli	
698486	562	Escherichia coli	
698487	562	Escherichia coli	
698488	562	Escherichia coli	
698489	562	Escherichia coli	
698490	562	Escherichia coli	
1041524	561;91347	Escherichia;Enterobacterales	
1436889	562	Escherichia coli	
2218499	83334	Escherichia coli O157:H7	
2681611	562	Escherichia coli	
2562235	511145	Escherichia coli str. K-12 substr. MG1655	
2315628	562	Escherichia coli	
2301650	562	Escherichia coli	
2233992	561	Escherichia	
1788294	562	Escherichia coli	
1307804	469008	Escherichia coli BL21(DE3)	
2590400	1055538	Escherichia coli O145	
2589658	562	Escherichia coli	
1147157	562	Escherichia coli	
1147153	562	Escherichia coli	
1147154	562	Escherichia coli	
489779	83334	Escherichia coli O157:H7	
2547246	562	Escherichia coli	
2448909	562	Escherichia coli	
2711183	561	Escherichia	
2711185	561	Escherichia	
12022	562	Escherichia coli	
2743961	562	Escherichia coli	
2681603	562;543	Enterobacteriaceae;Escherichia coli	
1675606	562	Escherichia coli	
2783800	1392869	Escherichia coli K1	
2696426	511145	Escherichia coli str. K-12 substr. MG1655	
1837930	562	Escherichia coli	
1604876	562	Escherichia coli	
2340719	562	Escherichia coli	
2886925	562;83333	Escherichia coli K-12;Escherichia coli	
2528528	753642	Escherichia coli NC101	
338106	561	Escherichia	
338110	561	Escherichia	
338103	561	Escherichia	
2696431	511145	Escherichia coli str. K-12 substr. MG1655	
2696432	511145	Escherichia coli str. K-12 substr. MG1655	
1237159	562	Escherichia coli	
2742113	562	Escherichia coli	
2020879	83334	Escherichia coli O157:H7	
2479933	562	Escherichia coli	
2886926	562;543	Enterobacteriaceae;Escherichia coli	
1150869	1206746	Escherichia coli O104:H4 str. CB13374	
2681594	83333;498388	Escherichia coli C;Escherichia coli K-12	
2881011	561	Escherichia	
1572753	562	Escherichia coli	
1572754	562	Escherichia coli	
1567486	562	Escherichia coli	
1660365	1005487	Escherichia coli PA2	
1660368	1005501	Escherichia coli PA28	
2589659	562	Escherichia coli	
1273738	1045010	Escherichia coli O157	
1498170	2170723	Escherichia coli O153	
1837875	562	Escherichia coli	
2714735	562	Escherichia coli	
2315696	562	Escherichia coli	
2047782	562	Escherichia coli	
1229753	562	Escherichia coli	
926589	83334	Escherichia coli O157:H7	
2234086	562	Escherichia coli	
448384	83333	Escherichia coli K-12	
1458706	397453	Escherichia coli O111:H2	
948870	562	Escherichia coli	
1655307	562	Escherichia coli	
1970776	83334	Escherichia coli O157:H7	
1777059	83334	Escherichia coli O157:H7	
1048207	199310	Escherichia coli CFT073	
1965366	562	Escherichia coli	
2679905	562	Escherichia coli	
451705	562	Escherichia coli	
2507234	562	Escherichia coli	
2886927	28147	Salmonella enterica subsp. enterica serovar Oranienburg	
1141519	1884818;562	Escherichia coli;Escherichia sp.	
1965465	1045010	Escherichia coli O157	
1718606	511145	Escherichia coli str. K-12 substr. MG1655	
343516	83334	Escherichia coli O157:H7	
2886930	561	Escherichia	
1852638	562	Escherichia coli	
1540097	562	Escherichia coli	
2060720	561	Escherichia	
1649239	562	Escherichia coli	
1649240	562	Escherichia coli	
2508206	562	Escherichia coli	
2789016	562	Escherichia coli	
1673871	561	Escherichia	
2681597	561;1	Escherichia;root	
2681599	562	Escherichia coli	
31533	37762	Escherichia coli B	
2681602	562	Escherichia coli	
2887182	561	Escherichia	
50948	562	Escherichia coli	
12353	562	Escherichia coli	
1590550	562	Escherichia coli	
2498616	562	Escherichia coli	
2024325	561	Escherichia	
2496550	511145	Escherichia coli str. K-12 substr. MG1655	
1540098	562	Escherichia coli	
2234080	83334	Escherichia coli O157:H7	
2108115	83334;83333	Escherichia coli K-12;Escherichia coli O157:H7	
2488654	511145	Escherichia coli str. K-12 substr. MG1655	
1720493	562	Escherichia coli	
1720494	562	Escherichia coli	
1720496	562	Escherichia coli	
1720497	562	Escherichia coli	
1720498	562	Escherichia coli	
1720500	561	Escherichia	
1728958	561	Escherichia	
1720504	562	Escherichia coli	
1720495	562	Escherichia coli	
2562456	83333	Escherichia coli K-12	
2184265	83334	Escherichia coli O157:H7	
2268589	562	Escherichia coli	
2496545	511693	Escherichia coli BL21	
2681619	562	Escherichia coli	
10845	83333	Escherichia coli K-12	
2005047	2072452	Escherichia coli H8	
2047765	562	Escherichia coli	
1983789	562	Escherichia coli	
2005048	2802026	Escherichia coli H21	
194949	83334	Escherichia coli O157:H7	
1718669	511145	Escherichia coli str. K-12 substr. MG1655	
2492962	562	Escherichia coli	
2060721	561	Escherichia	
2681598	562	Escherichia coli	
2695836	562	Escherichia coli	
10760	562	Escherichia coli	
2697536	511145	Escherichia coli str. K-12 substr. MG1655	
2697537	511145	Escherichia coli str. K-12 substr. MG1655	
2697539	511145	Escherichia coli str. K-12 substr. MG1655	
2696449	511145	Escherichia coli str. K-12 substr. MG1655	
1124654	991913;1101440	Escherichia coli O103:H25;Escherichia coli O103:H25 str. NIPH-11060424	
1124655	991913	Escherichia coli O103:H25	
2892339	37762	Escherichia coli B	
2696450	511145	Escherichia coli str. K-12 substr. MG1655	
2696451	511145	Escherichia coli str. K-12 substr. MG1655	
2696452	511145	Escherichia coli str. K-12 substr. MG1655	
2696455	511145	Escherichia coli str. K-12 substr. MG1655	
2696456	511145	Escherichia coli str. K-12 substr. MG1655	
2853091	561	Escherichia	
979726	90371	Salmonella enterica subsp. enterica serovar Typhimurium	
1837867	1045010	Escherichia coli O157	
2696458	511145	Escherichia coli str. K-12 substr. MG1655	
1916098	562	Escherichia coli	
1981500	562	Escherichia coli	
399183	1045010	Escherichia coli O157	
2576484	562	Escherichia coli	
1541883	562	Escherichia coli	
2079315	562	Escherichia coli	
2081604	562	Escherichia coli	
2144176	562	Escherichia coli	
1815590	562	Escherichia coli	
1555238	37762	Escherichia coli B	
1567026	562	Escherichia coli	
2500761	83334;562	Escherichia coli O157:H7;Escherichia coli	
1495285	562	Escherichia coli	
2601675	562	Escherichia coli	
1141141	562	Escherichia coli	
1873990	83333	Escherichia coli K-12	
1636202	991919	Escherichia coli O145:NM	
2420240	562	Escherichia coli	
669875	562	Escherichia coli	
1970797	2072463	Escherichia coli O78	
2750846	561	Escherichia	
2502301	562	Escherichia coli	
2502306	562	Escherichia coli	
2502303	562	Escherichia coli	
2508179	562	Escherichia coli	
2508181	562	Escherichia coli	
2502409	562	Escherichia coli	
2724310	562	Escherichia coli	
1430444	37762;562	Escherichia coli;Escherichia coli B	
2508180	562	Escherichia coli	
2508194	562	Escherichia coli	
2750850	561	Escherichia	
2184699	562	Escherichia coli	
2508177	562	Escherichia coli	
2750851	562	Escherichia coli	
1391224	562	Escherichia coli	
2041347	561	Escherichia	
2893954	511145	Escherichia coli str. K-12 substr. MG1655	
2508195	562	Escherichia coli	
1567027	562	Escherichia coli	
1567028	562	Escherichia coli	
1567029	562	Escherichia coli	
700939	562	Escherichia coli	
2508193	562	Escherichia coli	
2508192	562	Escherichia coli	
2865794	562	Escherichia coli	
2865805	562	Escherichia coli	
2810370	562	Escherichia coli	
866553	83334	Escherichia coli O157:H7	
1141139	562	Escherichia coli	
1933107	562	Escherichia coli	
1933108	562	Escherichia coli	
2686238	1322345	Escherichia coli ATCC 25922	
1933110	562	Escherichia coli	
1054461	561;562	Escherichia;Escherichia coli	
2866663	562	Escherichia coli	
1933111	562	Escherichia coli	
1395983	562	Escherichia coli	
1391223	562	Escherichia coli	
2233775	1211845	Escherichia coli MC1061	
2750853	561	Escherichia	
1519788	562	Escherichia coli	
2849626	561	Escherichia	
2508203	562	Escherichia coli	
2126819	562	Escherichia coli	
2576500	562	Escherichia coli	
2026130	562	Escherichia coli	
2697005	562	Escherichia coli	
2047801	562	Escherichia coli	
1933412	562	Escherichia coli	
1141140	562	Escherichia coli	
1416028	83334	Escherichia coli O157:H7	
1416030	83334	Escherichia coli O157:H7	
2681605	562	Escherichia coli	
1416031	83334	Escherichia coli O157:H7	
1933774	562	Escherichia coli	
2496547	562	Escherichia coli	
1446489	83334	Escherichia coli O157:H7	
2508189	562	Escherichia coli	
2508174	562	Escherichia coli	
2496546	469008	Escherichia coli BL21(DE3)	
2507711	469008	Escherichia coli BL21(DE3)	
1852563	562	Escherichia coli	
2591407	562	Escherichia coli	
1983554	1211845	Escherichia coli MC1061	
2496549	562	Escherichia coli	
2769808	561	Escherichia	
2575323	561	Escherichia	
2419760	561	Escherichia	
2419761	561	Escherichia	
2419762	561	Escherichia	
2585737	561	Escherichia	
2315527	562	Escherichia coli	
2315580	562	Escherichia coli	
2783859	562	Escherichia coli	
2783801	562	Escherichia coli	
2847072	562	Escherichia coli	
2776821	562	Escherichia coli	
2696460	83333	Escherichia coli K-12	
338105	498388	Escherichia coli C	
1837931	562	Escherichia coli	
2681595	566546	Escherichia coli W	
1054480	562	Escherichia coli	
576791	83334	Escherichia coli O157:H7	
1567004	562	Escherichia coli	
1932889	562	Escherichia coli	
2079534	562	Escherichia coli	
1897641	562	Escherichia coli	
194948	83334	Escherichia coli O157:H7	
1506453	83334;562	Escherichia coli O157:H7;Escherichia coli	
1508671	83334	Escherichia coli O157:H7	
2250214	83334	Escherichia coli O157:H7	
2072209	7227	Drosophila melanogaster	
1127767	7160	Aedes albopictus	
2170057	9534;6937	Ornithodoros;Chlorocebus aethiops	
197771	37598	Fringilla coelebs	
1862978	90988;74940;641303;8022	Etheostoma fonticola;Oncorhynchus tshawytscha;Oncorhynchus mykiss;Pimephales promelas	
1538549	4100	Nicotiana benthamiana	
1538550	4097;200313;300354;4093;200306;4081;1538549;81866	Nicotiana occidentalis;Physalis pubescens;Nicotiana occidentalis subsp. hesperis;Ethiopian tobacco bushy top virus;Nicotiana tabacum;Solanum lycopersicum;Nicotiana clevelandii;Nicotiana rustica	
40056	9263;7157;10036;9913	Metatheria;Bos taurus;Mesocricetus auratus;Culicidae	
2170148	214444	Crocidura hirta	
2586645	4309	Euonymus maackii	
2013968	4309	Euonymus maackii	
515444	13516	Eupatorium	
221054	4100;103754	Nicotiana benthamiana;Eupatorium makinoi	
2010319	436246;103754	Eupatorium yellow vein virus-[Suya];Eupatorium makinoi	
186637	103754	Eupatorium makinoi	
2080107	13516	Eupatorium	
269095	103754	Eupatorium makinoi	
519350	13516	Eupatorium	
223276	103754	Eupatorium makinoi	
335404	4100;103754	Nicotiana benthamiana;Eupatorium makinoi	
436246	103754	Eupatorium makinoi	
1853865	212864	Euphorbia caput-medusae	
2291614	212910	Euphorbia heterophylla	
412688	37495	Euphorbia pulcherrima	
270117	37495	Euphorbia pulcherrima	
2169733	212910	Euphorbia heterophylla	
77811	212910	Euphorbia heterophylla	
429564	212910	Euphorbia heterophylla	
291286	65559	Euphorbia milii	
1578825	37495	Euphorbia pulcherrima	
598494	212910	Euphorbia heterophylla	
666147	879920	Cleome affinis	
307467	1510228	Euproctis pseudoconspersa	
186165	704329	Euprosterna	
57482	9606;10036;59452	Homo sapiens;Eptesicus serotinus;Mesocricetus auratus	Lyssavirus infection; Rabies-related virus infection
57483	9606;40674	Homo sapiens;Mammalia	Lyssavirus infection; Rabies-related virus infection
33756	9983	Lepus europaeus	
84739	94993	Silurus glanis	
1980426	36599	Sorbus aucuparia	
1920698	1	root	
2083198	10036;8839;2912049;53535;9534	Anas platyrhynchos;Chlorocebus aethiops;Mesocricetus auratus;Melanoconion;Culex sp.	
2093275	378845	Exomis microphylla	
230604	79674	Macrobrachium rosenbergii	
62352	9986;9989	Oryctolagus cuniculus;Rodentia	
1441799	283824;3864	Lens culinaris;Faba bean necrotic stunt virus	
1441800	283824;3864	Lens culinaris;Faba bean necrotic stunt virus	
283824	3906	Vicia faba	
1453080	291604;291603;4100;3906	Faba bean necrotic yellows virus (isolate Egyptian EV1-93);Vicia faba;Nicotiana benthamiana;Faba bean necrotic yellows virus (isolate SV292-88)	
1453081	3906	Vicia faba	
1453082	291604;291603;4100;3906	Faba bean necrotic yellows virus (isolate Egyptian EV1-93);Vicia faba;Nicotiana benthamiana;Faba bean necrotic yellows virus (isolate SV292-88)	
1453083	291604;291603;4100;3906	Faba bean necrotic yellows virus (isolate Egyptian EV1-93);Vicia faba;Nicotiana benthamiana;Faba bean necrotic yellows virus (isolate SV292-88)	
59817	3885;3827;3864;3906	Cicer arietinum;Lens culinaris;Vicia faba;Phaseolus vulgaris	
2052606	3906	Vicia faba	
2283388	3906	Vicia faba	
1137801	3906	Vicia faba	
159143	186751;7157;68878	Anopheles cruzii;Anopheles moucheti;Culicidae	
1391029	9187	Turdus merula	
1391030	9187	Turdus merula	
